gene_name	gene_id	transcript_id	chrom	strand	tss	tes	region_start	region_end	region_length	usable
PPFIA2-AS1	ENSG00000257467.5	ENST00000551699.5	chr12	+	81279189	81292897	81238229	81292897	54669	yes
PPFIA2	ENSG00000139220.16	ENST00000549396.5	chr12	-	81759330	81258266	81258266	81800290	542025	yes
LINC02426	ENSG00000257747.1	ENST00000550506.1	chr12	+	81953719	81993133	81912759	81993133	80375	yes
METTL25	ENSG00000127720.7	ENST00000248306.7	chr12	+	82358497	82479236	82317537	82479236	161700	yes
CCDC59	ENSG00000133773.11	ENST00000256151.7	chr12	-	82358788	82352306	82352306	82399748	47443	yes
AC089998.4	ENSG00000258170.1	ENST00000552532.1	chr12	-	82497560	82481118	82481118	82538520	57403	yes
AC089998.2	ENSG00000257837.1	ENST00000551856.1	chr12	-	82506188	82505211	82505211	82547148	41938	yes
AC089998.1	ENSG00000257431.1	ENST00000548575.1	chr12	+	82512677	82515817	82471717	82515817	44101	yes
TMTC2	ENSG00000179104.8	ENST00000321196.7	chr12	+	82686880	83134852	82645920	83134852	488933	yes
AC090680.1	ENSG00000258338.1	ENST00000550279.1	chr12	+	83171590	83172740	83130630	83172740	42111	yes
AC093025.1	ENSG00000257124.2	ENST00000547795.2	chr12	-	83661719	83661009	83661009	83702679	41671	yes
AC090679.2	ENSG00000285191.1	ENST00000647344.1	chr12	-	84154338	84147304	84147304	84195298	47995	yes
AC090679.1	ENSG00000257729.2	ENST00000548619.1	chr12	+	84284391	84294556	84243431	84294556	51126	yes
SLC6A15	ENSG00000072041.16	ENST00000266682.9	chr12	-	84912876	84859488	84859488	84953836	94349	yes
TSPAN19	ENSG00000231738.10	ENST00000532628.5	chr12	-	85036277	85014318	85014318	85077237	62920	yes
LRRIQ1	ENSG00000133640.19	ENST00000529408.1	chr12	+	85036340	85048587	84995380	85048587	53208	yes
ALX1	ENSG00000180318.3	ENST00000316824.3	chr12	+	85280107	85301784	85239147	85301784	62638	yes
AC131532.1	ENSG00000258815.1	ENST00000555596.1	chr12	+	85318060	85342912	85277100	85342912	65813	yes
RASSF9	ENSG00000198774.4	ENST00000361228.4	chr12	-	85836570	85800697	85800697	85877530	76834	yes
NTS	ENSG00000133636.10	ENST00000256010.6	chr12	+	85874297	85882992	85833337	85882992	49656	yes
AC016993.1	ENSG00000258178.1	ENST00000547033.1	chr12	+	85958686	85960946	85917726	85960946	43221	yes
MGAT4C	ENSG00000182050.13	ENST00000621808.4	chr12	-	86838885	85978745	85978745	86879845	901101	yes
AC010196.1	ENSG00000258185.2	ENST00000550014.1	chr12	-	86838998	86599578	86599578	86879958	280381	yes
LINC02258	ENSG00000257912.1	ENST00000551280.1	chr12	+	87795733	87802028	87754773	87802028	47256	yes
AC079598.1	ENSG00000257940.1	ENST00000548691.1	chr12	+	87816486	87817831	87775526	87817831	42306	yes
C12orf50	ENSG00000165805.9	ENST00000551944.1	chr12	-	88029369	87983381	87983381	88070329	86949	yes
C12orf29	ENSG00000133641.17	ENST00000356891.3	chr12	+	88035446	88050160	87994486	88050160	55675	yes
CEP290	ENSG00000198707.14	ENST00000552810.5	chr12	-	88142216	88049020	88049020	88183176	134157	yes
TMTC3	ENSG00000139324.11	ENST00000266712.10	chr12	+	88142296	88199887	88101336	88199887	98552	yes
KITLG	ENSG00000049130.15	ENST00000347404.10	chr12	-	88580851	88492793	88492793	88621811	129019	yes
AC024941.1	ENSG00000278011.1	ENST00000612250.1	chr12	+	88601862	88602195	88560902	88602195	41294	yes
LINC02458	ENSG00000246363.2	ENST00000500381.2	chr12	-	89019679	89010681	89010681	89060639	49959	yes
AC024909.1	ENSG00000257156.1	ENST00000549278.1	chr12	-	89309553	89048187	89048187	89350513	302327	yes
DUSP6	ENSG00000139318.7	ENST00000279488.7	chr12	-	89353271	89347232	89347232	89394231	47000	yes
AC010201.2	ENSG00000271327.1	ENST00000605595.1	chr12	+	89367807	89369301	89326847	89369301	42455	yes
AC010201.1	ENSG00000271259.1	ENST00000605051.1	chr12	+	89371820	89372359	89330860	89372359	41500	yes
GALNT4	ENSG00000257594.3	ENST00000529983.2	chr12	-	89524806	89519408	89519408	89565766	46359	yes
POC1B	ENSG00000139323.13	ENST00000313546.7	chr12	-	89526024	89419718	89419718	89566984	147267	yes
POC1B-GALNT4	ENSG00000259075.6	ENST00000547474.1	chr12	-	89526262	89521934	89521934	89567222	45289	yes
ATP2B1	ENSG00000070961.15	ENST00000261173.6	chr12	-	89656067	89588051	89588051	89697027	108977	yes
ATP2B1-AS1	ENSG00000271614.1	ENST00000605386.1	chr12	+	89708959	89712590	89667999	89712590	44592	yes
AC084200.1	ENSG00000258216.5	ENST00000547370.5	chr12	+	89882665	89937143	89841705	89937143	95439	yes
LINC02399	ENSG00000257725.1	ENST00000547094.1	chr12	+	89947693	89949726	89906733	89949726	42994	yes
AC126178.1	ENSG00000257194.2	ENST00000548722.2	chr12	+	90107739	90112779	90066779	90112779	46001	yes
LINC02392	ENSG00000258183.5	ENST00000549313.1	chr12	+	90280894	90295675	90239934	90295675	55742	yes
AC084365.1	ENSG00000257995.1	ENST00000552470.1	chr12	-	90622822	90617759	90617759	90663782	46024	yes
AC112481.1	ENSG00000257787.1	ENST00000549669.1	chr12	+	90809276	90810680	90768316	90810680	42365	yes
LINC00615	ENSG00000196243.5	ENST00000546725.1	chr12	+	90918023	90948669	90877063	90948669	71607	yes
CCER1	ENSG00000197651.4	ENST00000548187.1	chr12	-	90955174	90905622	90905622	90996134	90513	yes
EPYC	ENSG00000083782.7	ENST00000261172.7	chr12	-	91005026	90963679	90963679	91045986	82308	yes
KERA	ENSG00000139330.5	ENST00000266719.3	chr12	-	91057983	91050491	91050491	91098943	48453	yes
LUM	ENSG00000139329.4	ENST00000266718.4	chr12	-	91111831	91102629	91102629	91152791	50163	yes
DCN	ENSG00000011465.16	ENST00000052754.9	chr12	-	91183123	91140484	91140484	91224083	83600	yes
AC025035.1	ENSG00000258100.1	ENST00000551571.1	chr12	+	91362196	91368606	91321236	91368606	47371	yes
AC126175.1	ENSG00000277738.1	ENST00000617041.1	chr12	+	91634887	91635644	91593927	91635644	41718	yes
AC025254.1	ENSG00000258125.1	ENST00000550035.1	chr12	+	91680131	91680873	91639171	91680873	41703	yes
LINC02404	ENSG00000257893.2	ENST00000546710.2	chr12	+	91877391	91880655	91836431	91880655	44225	yes
AC090049.1	ENSG00000257863.1	ENST00000551075.1	chr12	+	91901458	91906187	91860498	91906187	45690	yes
BTG1	ENSG00000133639.4	ENST00000256015.4	chr12	-	92145897	92140278	92140278	92186857	46580	yes
LINC02391	ENSG00000277851.1	ENST00000615716.1	chr12	-	92363832	92247756	92247756	92404792	157037	yes
CLLU1OS	ENSG00000205057.5	ENST00000378487.3	chr12	-	92428146	92420094	92420094	92469106	49013	yes
LINC02397	ENSG00000205056.8	ENST00000504409.3	chr12	+	92466451	92492091	92425491	92492091	66601	yes
PLEKHG7	ENSG00000187510.9	ENST00000397833.3	chr12	+	92702843	92708547	92661883	92708547	46665	yes
EEA1	ENSG00000102189.16	ENST00000322349.12	chr12	-	92929331	92770637	92770637	92970291	199655	yes
LINC02413	ENSG00000257345.2	ENST00000552353.2	chr12	+	92999218	93019820	92958258	93019820	61563	yes
AC138123.2	ENSG00000257746.1	ENST00000551928.1	chr12	+	93090522	93107600	93049562	93107600	58039	yes
LINC02412	ENSG00000258171.1	ENST00000552584.1	chr12	+	93174366	93181832	93133406	93181832	48427	yes
NUDT4	ENSG00000173598.13	ENST00000337179.9	chr12	+	93377883	93408146	93336923	93408146	71224	yes
UBE2N	ENSG00000177889.9	ENST00000318066.6	chr12	-	93442262	93405690	93405690	93483222	77533	yes
MRPL42	ENSG00000198015.12	ENST00000549982.5	chr12	+	93467488	93516213	93426528	93516213	89686	yes
SOCS2	ENSG00000120833.13	ENST00000340600.6	chr12	+	93569814	93576745	93528854	93576745	47892	yes
CRADD	ENSG00000169372.12	ENST00000332896.7	chr12	+	93677375	93850736	93636415	93850736	214322	yes
AC012464.3	ENSG00000271382.1	ENST00000604017.1	chr12	+	93945041	93947813	93904081	93947813	43733	yes
PLXNC1	ENSG00000136040.8	ENST00000258526.8	chr12	+	94148723	94307675	94107763	94307675	199913	yes
CEP83	ENSG00000173588.14	ENST00000397809.9	chr12	-	94459952	94307696	94307696	94500912	193217	yes
CEP83-DT	ENSG00000278916.1	ENST00000623122.1	chr12	+	94460003	94462484	94419043	94462484	43442	yes
AC023161.1	ENSG00000257400.1	ENST00000549532.1	chr12	-	94496442	94491546	94491546	94537402	45857	yes
TMCC3	ENSG00000057704.12	ENST00000261226.8	chr12	-	94650562	94567124	94567124	94691522	124399	yes
NDUFA12	ENSG00000184752.12	ENST00000327772.6	chr12	-	95003770	94971333	94971333	95044730	73398	yes
NR2C1	ENSG00000120798.16	ENST00000393101.7	chr12	-	95073580	95030409	95030409	95114540	84132	yes
FGD6	ENSG00000180263.13	ENST00000451107.3	chr12	-	95217482	95081398	95081398	95258442	177045	yes
VEZT	ENSG00000028203.17	ENST00000436874.5	chr12	+	95217746	95302790	95176786	95302790	126005	yes
AC084879.2	ENSG00000258313.1	ENST00000551656.1	chr12	-	95388558	95387890	95387890	95429518	41629	yes
METAP2	ENSG00000111142.13	ENST00000323666.9	chr12	+	95473951	95515839	95432991	95515839	82849	yes
USP44	ENSG00000136014.11	ENST00000258499.7	chr12	-	95551490	95516560	95516560	95592450	75891	yes
NTN4	ENSG00000074527.11	ENST00000343702.8	chr12	-	95790758	95657807	95657807	95831718	173912	yes
LINC02410	ENSG00000258292.1	ENST00000553095.1	chr12	+	95803097	95823307	95762137	95823307	61171	yes
SNRPF	ENSG00000139343.10	ENST00000266735.9	chr12	+	95858928	95867053	95817968	95867053	49086	yes
CCDC38	ENSG00000165972.12	ENST00000344280.7	chr12	-	95942974	95867049	95867049	95983934	116886	yes
AMDHD1	ENSG00000139344.7	ENST00000266736.6	chr12	+	95943293	95968716	95902333	95968716	66384	yes
HAL	ENSG00000084110.10	ENST00000261208.7	chr12	-	95996365	95972662	95972662	96037325	64664	yes
LTA4H	ENSG00000111144.9	ENST00000552789.5	chr12	-	96043477	96000830	96000830	96084437	83608	yes
LINC02452	ENSG00000283422.1	ENST00000637833.1	chr12	-	96172126	96160692	96160692	96213086	52395	yes
ELK3	ENSG00000111145.7	ENST00000228741.7	chr12	+	96194382	96269835	96153422	96269835	116414	yes
CDK17	ENSG00000059758.7	ENST00000261211.7	chr12	-	96400560	96278261	96278261	96441520	163260	yes
AC007513.1	ENSG00000258272.1	ENST00000548740.1	chr12	-	96485442	96422326	96422326	96526402	104077	yes
CFAP54	ENSG00000188596.10	ENST00000553778.6	chr12	+	96489575	96538668	96448615	96538668	90054	yes
NEDD1	ENSG00000139350.11	ENST00000429527.6	chr12	+	96907224	96953351	96866264	96953351	87088	yes
AC007656.1	ENSG00000258131.1	ENST00000552238.1	chr12	+	96985656	97185609	96944696	97185609	240914	yes
AC013417.1	ENSG00000257470.1	ENST00000549896.1	chr12	+	97024021	97051129	96983061	97051129	68069	yes
LINC02409	ENSG00000257920.1	ENST00000547515.1	chr12	-	97276209	97272692	97272692	97317169	44478	yes
AC016152.1	ENSG00000258312.1	ENST00000548344.1	chr12	-	98292445	98113014	98113014	98333405	220392	yes
LINC02453	ENSG00000245017.2	ENST00000501499.1	chr12	-	98503855	98485544	98485544	98544815	59272	yes
TMPO	ENSG00000120802.13	ENST00000556029.5	chr12	+	98515512	98550379	98474552	98550379	75828	yes
SLC25A3	ENSG00000075415.12	ENST00000401722.7	chr12	+	98593591	98606379	98552631	98606379	53749	yes
IKBIP	ENSG00000166130.14	ENST00000342502.6	chr12	-	98645113	98613405	98613405	98686073	72669	yes
APAF1	ENSG00000120868.13	ENST00000551964.5	chr12	+	98645141	98733527	98604181	98733527	129347	yes
FAM71C	ENSG00000180219.1	ENST00000324341.1	chr12	+	99647753	99650046	99606793	99650046	43254	yes
ANKS1B	ENSG00000185046.18	ENST00000547010.5	chr12	-	99984271	98735560	98735560	100025231	1289672	yes
UHRF1BP1L	ENSG00000111647.12	ENST00000279907.11	chr12	-	100142848	100037076	100037076	100183808	146733	yes
ACTR6	ENSG00000075089.9	ENST00000553038.5	chr12	+	100199865	100241865	100158905	100241865	82961	yes
DEPDC4	ENSG00000166153.16	ENST00000416321.5	chr12	-	100267079	100252263	100252263	100308039	55777	yes
SCYL2	ENSG00000136021.18	ENST00000360820.6	chr12	+	100267384	100341724	100226424	100341724	115301	yes
SLC17A8	ENSG00000179520.10	ENST00000323346.9	chr12	+	100357079	100422059	100316119	100422059	105941	yes
NR1H4	ENSG00000012504.14	ENST00000548884.5	chr12	+	100473708	100564413	100432748	100564413	131666	yes
GAS2L3	ENSG00000139354.10	ENST00000266754.9	chr12	+	100573683	100624890	100532723	100624890	92168	yes
ANO4	ENSG00000151572.17	ENST00000549155.6	chr12	+	100717526	101020124	100676566	101020124	343559	yes
SLC5A8	ENSG00000256870.2	ENST00000536262.2	chr12	-	101210407	101155493	101155493	101251367	95875	yes
UTP20	ENSG00000120800.4	ENST00000261637.4	chr12	+	101280109	101386616	101239149	101386616	147468	yes
ARL1	ENSG00000120805.13	ENST00000261636.12	chr12	-	101407820	101393120	101393120	101448780	55661	yes
AC063948.1	ENSG00000257543.1	ENST00000547360.1	chr12	-	101409060	101408372	101408372	101450020	41649	yes
SPIC	ENSG00000166211.7	ENST00000551346.1	chr12	+	101475421	101486997	101434461	101486997	52537	yes
MYBPC1	ENSG00000196091.13	ENST00000547405.5	chr12	+	101594849	101685811	101553889	101685811	131923	yes
AC010205.1	ENSG00000274560.1	ENST00000616668.1	chr12	-	101696450	101696002	101696002	101737410	41409	yes
CHPT1	ENSG00000111666.10	ENST00000229266.7	chr12	+	101697627	101729074	101656667	101729074	72408	yes
SYCP3	ENSG00000139351.14	ENST00000392927.7	chr12	-	101739469	101728650	101728650	101780429	51780	yes
GNPTAB	ENSG00000111670.15	ENST00000299314.11	chr12	-	101830938	101745497	101745497	101871898	126402	yes
DRAM1	ENSG00000136048.13	ENST00000258534.12	chr12	+	101877351	101923623	101836391	101923623	87233	yes
AC079907.2	ENSG00000258308.5	ENST00000547004.1	chr12	-	101962390	101957213	101957213	102003350	46138	yes
WASHC3	ENSG00000120860.10	ENST00000240079.10	chr12	-	102062124	102012939	102012939	102103084	90146	yes
NUP37	ENSG00000075188.8	ENST00000551200.5	chr12	-	102120091	102076993	102076993	102161051	84059	yes
PARPBP	ENSG00000185480.11	ENST00000537257.5	chr12	+	102120245	102149007	102079285	102149007	69723	yes
PMCH	ENSG00000183395.4	ENST00000329406.4	chr12	-	102197845	102196459	102196459	102238805	42347	yes
LINC02456	ENSG00000283052.1	ENST00000635615.1	chr12	+	102304355	102463491	102263395	102463491	200097	yes
IGF1	ENSG00000017427.16	ENST00000337514.10	chr12	-	102480645	102395874	102395874	102521605	125732	yes
LINC00485	ENSG00000258169.1	ENST00000547179.1	chr12	-	102824399	102809280	102809280	102865359	56080	yes
PAH	ENSG00000171759.9	ENST00000553106.5	chr12	-	102917603	102836885	102836885	102958563	121679	yes
ASCL1	ENSG00000139352.3	ENST00000266744.3	chr12	+	102957686	102960516	102916726	102960516	43791	yes
AC068643.2	ENSG00000257860.5	ENST00000552759.1	chr12	+	103151855	103161642	103110895	103161642	50748	yes
AC068643.1	ENSG00000257703.5	ENST00000548415.1	chr12	-	103178401	103081090	103081090	103219361	138272	yes
C12orf42	ENSG00000179088.14	ENST00000551134.5	chr12	-	103495971	103301955	103301955	103536931	234977	yes
LINC02401	ENSG00000257762.5	ENST00000550185.5	chr12	+	103547794	103559815	103506834	103559815	52982	yes
STAB2	ENSG00000136011.14	ENST00000388887.6	chr12	+	103587273	103766727	103546313	103766727	220415	yes
NT5DC3	ENSG00000111696.11	ENST00000392876.7	chr12	-	103841197	103772310	103772310	103882157	109848	yes
AC012555.1	ENSG00000257327.1	ENST00000551650.1	chr12	+	103841451	103844664	103800491	103844664	44174	yes
HSP90B1	ENSG00000166598.14	ENST00000299767.9	chr12	+	103930334	103947926	103889374	103947926	58553	yes
C12orf73	ENSG00000204954.9	ENST00000543740.6	chr12	-	103965695	103950202	103950202	104006655	56454	yes
TDG	ENSG00000139372.14	ENST00000392872.7	chr12	+	103965804	103988874	103924844	103988874	64031	yes
GLT8D2	ENSG00000120820.12	ENST00000360814.8	chr12	-	104050137	103988984	103988984	104091097	102114	yes
NFYB	ENSG00000120837.7	ENST00000240055.7	chr12	-	104138289	104117077	104117077	104179249	62173	yes
LINC02385	ENSG00000257193.1	ENST00000547554.1	chr12	+	104170395	104177659	104129435	104177659	48225	yes
TXNRD1	ENSG00000198431.15	ENST00000525566.5	chr12	+	104215779	104350283	104174819	104350283	175465	yes
EID3	ENSG00000255150.2	ENST00000527879.2	chr12	+	104303739	104305205	104262779	104305205	42427	yes
CHST11	ENSG00000171310.10	ENST00000549260.5	chr12	+	104456971	104762014	104416011	104762014	346004	yes
SLC41A2	ENSG00000136052.9	ENST00000258538.7	chr12	-	104928655	104802553	104802553	104969615	167063	yes
C12orf45	ENSG00000151131.10	ENST00000552951.6	chr12	+	104986310	105017624	104945350	105017624	72275	yes
ALDH1L2	ENSG00000136010.13	ENST00000258494.13	chr12	-	105084577	105019790	105019790	105125537	105748	yes
WASHC4	ENSG00000136051.14	ENST00000332180.9	chr12	+	105107714	105169134	105066754	105169134	102381	yes
APPL2	ENSG00000136044.11	ENST00000258530.7	chr12	-	105236238	105173296	105173296	105277198	103903	yes
C12orf75	ENSG00000235162.8	ENST00000612117.4	chr12	+	105330636	105371517	105289676	105371517	81842	yes
CASC18	ENSG00000257859.1	ENST00000548557.1	chr12	+	105704203	105744062	105663243	105744062	80820	yes
AC011595.2	ENSG00000257890.1	ENST00000546699.1	chr12	-	106058254	106050961	106050961	106099214	48254	yes
NUAK1	ENSG00000074590.13	ENST00000261402.6	chr12	-	106140033	106063340	106063340	106180993	117654	yes
CKAP4	ENSG00000136026.13	ENST00000378026.4	chr12	-	106247988	106237877	106237877	106288948	51072	yes
TCP11L2	ENSG00000166046.10	ENST00000553143.5	chr12	+	106301929	106311128	106260969	106311128	50160	yes
POLR3B	ENSG00000013503.9	ENST00000228347.8	chr12	+	106357658	106510198	106316698	106510198	193501	yes
RFX4	ENSG00000111783.12	ENST00000392842.5	chr12	+	106582907	106762802	106541947	106762802	220856	yes
RIC8B	ENSG00000111785.19	ENST00000392839.6	chr12	+	106774640	106886786	106733680	106886786	153107	yes
TMEM263	ENSG00000151135.9	ENST00000280756.8	chr12	+	106955722	106973984	106914762	106973984	59223	yes
MTERF2	ENSG00000120832.9	ENST00000240050.8	chr12	-	106987166	106977291	106977291	107028126	50836	yes
CRY1	ENSG00000008405.11	ENST00000008527.9	chr12	-	107093829	106991364	106991364	107134789	143426	yes
BTBD11	ENSG00000151136.14	ENST00000490090.6	chr12	+	107318941	107650897	107277981	107650897	372917	yes
PWP1	ENSG00000136045.11	ENST00000412830.7	chr12	+	107685732	107713167	107644772	107713167	68396	yes
PRDM4	ENSG00000110851.11	ENST00000550376.5	chr12	-	107761272	107734191	107734191	107802232	68042	yes
ASCL4	ENSG00000187855.5	ENST00000342331.4	chr12	+	107774385	107776644	107733425	107776644	43220	yes
AC126177.2	ENSG00000257141.1	ENST00000552154.1	chr12	-	107835030	107832858	107832858	107875990	43133	yes
AC126177.8	ENSG00000274395.1	ENST00000618339.1	chr12	-	107836555	107835541	107835541	107877515	41975	yes
AC126177.4	ENSG00000257398.6	ENST00000551629.2	chr12	-	107864562	107839350	107839350	107905522	66173	yes
WSCD2	ENSG00000075035.9	ENST00000547525.5	chr12	+	108129471	108250119	108088511	108250119	161609	yes
CMKLR1	ENSG00000174600.13	ENST00000550402.5	chr12	-	108339341	108291671	108291671	108380301	88631	yes
FICD	ENSG00000198855.6	ENST00000552695.5	chr12	+	108515185	108521210	108474225	108521210	46986	yes
SART3	ENSG00000075856.11	ENST00000228284.7	chr12	-	108561389	108522580	108522580	108602349	79770	yes
ISCU	ENSG00000136003.15	ENST00000311893.13	chr12	+	108562601	108569384	108521641	108569384	47744	yes
TMEM119	ENSG00000183160.8	ENST00000392806.3	chr12	-	108598124	108589846	108589846	108639084	49239	yes
SELPLG	ENSG00000110876.9	ENST00000550948.1	chr12	-	108633959	108622277	108622277	108674919	52643	yes
CORO1C	ENSG00000110880.10	ENST00000261401.7	chr12	-	108731596	108645109	108645109	108772556	127448	yes
SSH1	ENSG00000084112.14	ENST00000326495.9	chr12	-	108857590	108778192	108778192	108898550	120359	yes
DAO	ENSG00000110887.7	ENST00000551281.5	chr12	+	108858932	108900921	108817972	108900921	82950	yes
SVOP	ENSG00000166111.9	ENST00000610966.4	chr12	-	109021240	108907741	108907741	109062200	154460	yes
USP30	ENSG00000135093.12	ENST00000257548.9	chr12	+	109052586	109088026	109011626	109088026	76401	yes
ALKBH2	ENSG00000189046.10	ENST00000343075.7	chr12	-	109093472	109088189	109088189	109134432	46244	yes
UNG	ENSG00000076248.10	ENST00000242576.6	chr12	+	109097574	109110992	109056614	109110992	54379	yes
ACACB	ENSG00000076555.15	ENST00000338432.11	chr12	+	109116595	109268226	109075635	109268226	192592	yes
FOXN4	ENSG00000139445.17	ENST00000299162.9	chr12	-	109309220	109277980	109277980	109350180	72201	yes
LINC01486	ENSG00000256560.1	ENST00000538041.1	chr12	-	109359488	109354083	109354083	109400448	46366	yes
MYO1H	ENSG00000174527.9	ENST00000542268.5	chr12	+	109439537	109447455	109398577	109447455	48879	yes
UBE3B	ENSG00000151148.13	ENST00000434735.6	chr12	+	109477402	109536705	109436442	109536705	100264	yes
KCTD10	ENSG00000110906.12	ENST00000228495.10	chr12	-	109477544	109448656	109448656	109518504	69849	yes
MVK	ENSG00000110921.13	ENST00000228510.7	chr12	+	109573812	109597266	109532852	109597266	64415	yes
MMAB	ENSG00000139428.11	ENST00000545712.6	chr12	-	109573874	109553737	109553737	109614834	61098	yes
FAM222A	ENSG00000139438.5	ENST00000538780.1	chr12	+	109714228	109770507	109673268	109770507	97240	yes
TRPV4	ENSG00000111199.10	ENST00000261740.6	chr12	-	109833401	109783087	109783087	109874361	91275	yes
